"sport","event","date","athlete_id","country_id","bronze","gold","silver"
"Gymnastics","Gymnastics Men's Floor Exercise","2016-01-01","91573","171",0,0,0
"Gymnastics","Gymnastics Men's Parallel Bars","2016-01-01","91573","171",0,0,0
"Gymnastics","Gymnastics Men's Horizontal Bar","2016-01-01","91573","171",0,0,0
"Gymnastics","Gymnastics Men's Rings","2016-01-01","91573","171",0,0,0
"Gymnastics","Gymnastics Men's Pommelled Horse","2016-01-01","91573","171",0,0,0
"Swimming","Swimming Men's 100 metres Freestyle","2016-01-01","91620","171",0,0,0
"Swimming","Swimming Men's 200 metres Freestyle","2016-01-01","91620","171",0,0,0
"Swimming","Swimming Men's 400 metres Freestyle","2016-01-01","91620","171",0,0,0
"Track and Field","Men's Hammer Throw","2016-01-01","91787","84",0,0,0
"Track and Field","Men's 50 kilometres Walk","2016-01-01","91820","66",0,0,0
"Track and Field","Women's 200 metres","2016-01-01","91848","138",0,0,0
"Track and Field","Women's 20 kilometres Walk","2016-01-01","91879","173",0,0,0
"Gymnastics","Gymnastics Women's Team All-Around","2016-01-01","91887","152",0,0,1
"Gymnastics","Gymnastics Women's Horse Vault","2016-01-01","91887","152",0,0,1
"Track and Field","Women's 20 kilometres Walk","2016-01-01","91959","102",0,0,0
"Track and Field","Women's 4 x 400 metres Relay","2016-01-01","91960","151",0,0,0
"Swimming","Swimming Women's 200 metres Freestyle","2016-01-01","91971","82",0,0,0
"Track and Field","Women's High Jump","2016-01-01","92107","11",0,0,0
"Gymnastics","Gymnastics Men's Individual All-Around","2016-01-01","92122","170",0,0,0
"Gymnastics","Gymnastics Men's Floor Exercise","2016-01-01","92122","170",0,0,0
"Gymnastics","Gymnastics Men's Parallel Bars","2016-01-01","92122","170",0,0,0
"Gymnastics","Gymnastics Men's Horizontal Bar","2016-01-01","92122","170",0,0,0
"Gymnastics","Gymnastics Men's Rings","2016-01-01","92122","170",0,0,0
"Gymnastics","Gymnastics Men's Pommelled Horse","2016-01-01","92122","170",0,0,0
"Track and Field","Women's Javelin Throw","2016-01-01","92125","195",0,0,0
"Track and Field","Men's Marathon","2016-01-01","92179","26",0,0,0
"Track and Field","Men's 4 x 100 metres Relay","2016-01-01","92188","130",0,0,0
"Track and Field","Women's 10,000 metres","2016-01-01","92276","73",0,0,0
"Gymnastics","Gymnastics Men's Individual All-Around","2016-01-01","92389","13",0,0,0
"Gymnastics","Gymnastics Men's Floor Exercise","2016-01-01","92389","13",0,0,0
"Gymnastics","Gymnastics Men's Parallel Bars","2016-01-01","92389","13",0,0,0
"Gymnastics","Gymnastics Men's Horizontal Bar","2016-01-01","92389","13",0,0,0
"Gymnastics","Gymnastics Men's Rings","2016-01-01","92389","13",0,0,0
"Gymnastics","Gymnastics Men's Pommelled Horse","2016-01-01","92389","13",0,0,0
"Swimming","Swimming Women's 10 kilometres Open Water","2016-01-01","92413","73",0,0,0
"Track and Field","Men's Javelin Throw","2016-01-01","92481","11",0,0,0
"Swimming","Swimming Men's 100 metres Breaststroke","2016-01-01","92529","73",0,1,0
"Swimming","Swimming Men's 4 x 100 metres Medley Relay","2016-01-01","92529","73",0,0,1
"Swimming","Swimming Men's 200 metres Backstroke","2016-01-01","92531","195",0,0,0
"Swimming","Swimming Women's 10 kilometres Open Water","2016-01-01","92552","52",0,0,0
"Track and Field","Women's 100 metres Hurdles","2016-01-01","92640","136",0,0,0
"Swimming","Swimming Women's 100 metres Breaststroke","2016-01-01","92669","53",0,0,0
"Swimming","Swimming Women's 200 metres Breaststroke","2016-01-01","92669","53",0,0,0
"Swimming","Swimming Women's 4 x 100 metres Medley Relay","2016-01-01","92669","53",1,0,0
"Track and Field","Women's 400 metres Hurdles","2016-01-01","92714","92",0,0,0
"Swimming","Swimming Women's 200 metres Freestyle","2016-01-01","92854","92",0,0,0
"Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","2016-01-01","92854","92",0,0,0
"Swimming","Swimming Women's 4 x 200 metres Freestyle Relay","2016-01-01","92854","92",0,0,0
"Swimming","Swimming Women's 4 x 100 metres Medley Relay","2016-01-01","92854","92",0,0,0
"Track and Field","Men's 4 x 400 metres Relay","2016-01-01","92879","50",0,0,0
"Track and Field","Men's 3,000 metres Steeplechase","2016-01-01","92947","199",0,0,0
"Track and Field","Women's Pole Vault","2016-01-01","92960","90",0,0,0
"Swimming","Swimming Men's 200 metres Butterfly","2016-01-01","93126","173",0,0,0
"Track and Field","Women's Marathon","2016-01-01","93132","8",0,0,0
"Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","2016-01-01","93178","26",0,0,0
"Swimming","Swimming Men's 200 metres Individual Medley","2016-01-01","93218","26",0,0,0
"Gymnastics","Gymnastics Women's Individual All-Around","2016-01-01","93269","173",0,0,0
"Gymnastics","Gymnastics Women's Floor Exercise","2016-01-01","93269","173",0,0,0
"Gymnastics","Gymnastics Women's Uneven Bars","2016-01-01","93269","173",0,0,0
"Gymnastics","Gymnastics Women's Balance Beam","2016-01-01","93269","173",0,0,0
"Swimming","Swimming Men's 100 metres Freestyle","2016-01-01","93332","56",0,0,0
"Track and Field","Women's Marathon","2016-01-01","93367","120",0,0,0
"Swimming","Swimming Women's 10 kilometres Open Water","2016-01-01","93385","199",0,0,0
"Track and Field","Women's 20 kilometres Walk","2016-01-01","93386","57",0,0,0
"Track and Field","Men's Marathon","2016-01-01","93395","50",0,0,0
"Track and Field","Women's Discus Throw","2016-01-01","93411","50",0,0,0
"Track and Field","Women's Discus Throw","2016-01-01","93475","49",0,1,0
"Track and Field","Men's 4 x 400 metres Relay","2016-01-01","93481","42",0,0,0
"Swimming","Swimming Women's 10 kilometres Open Water","2016-01-01","93608","167",0,0,0
"Swimming","Swimming Men's 100 metres Breaststroke","2016-01-01","93635","178",0,0,0
"Swimming","Swimming Men's 200 metres Breaststroke","2016-01-01","93635","178",0,0,0
"Track and Field","Men's Marathon","2016-01-01","93678","92",0,0,0
"Track and Field","Women's Marathon","2016-01-01","93691","124",0,0,0
"Track and Field","Women's 100 metres Hurdles","2016-01-01","93731","74",0,0,0
"Track and Field","Women's 100 metres","2016-01-01","93741","185",0,0,0
"Swimming","Swimming Men's 200 metres Breaststroke","2016-01-01","94022","100",0,0,0
"Gymnastics","Gymnastics Men's Rings","2016-01-01","94094","74",0,1,0
"Track and Field","Men's Marathon","2016-01-01","94104","198",0,0,0
"Track and Field","Women's Triple Jump","2016-01-01","94132","29",0,0,0
"Track and Field","Women's 800 metres","2016-01-01","94270","131",0,0,0
"Track and Field","Men's Shot Put","2016-01-01","94316","24",0,0,0
"Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","2016-01-01","94322","92",0,0,0
"Track and Field","Men's Marathon","2016-01-01","94370","71",0,0,0
"Track and Field","Women's Marathon","2016-01-01","94380","170",0,0,0
"Gymnastics","Gymnastics Men's Parallel Bars","2016-01-01","94381","200",0,0,0
"Gymnastics","Gymnastics Women's Horse Vault","2016-01-01","94390","200",0,0,0
"Gymnastics","Gymnastics Women's Balance Beam","2016-01-01","94390","200",0,0,0
"Swimming","Swimming Women's 100 metres Breaststroke","2016-01-01","94398","113",0,0,0
"Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","2016-01-01","94406","195",0,1,0
"Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","2016-01-01","94406","195",0,1,0
"Swimming","Swimming Men's 100 metres Butterfly","2016-01-01","94406","195",0,0,1
"Swimming","Swimming Men's 200 metres Butterfly","2016-01-01","94406","195",0,1,0
"Swimming","Swimming Men's 200 metres Individual Medley","2016-01-01","94406","195",0,1,0
"Swimming","Swimming Men's 4 x 100 metres Medley Relay","2016-01-01","94406","195",0,1,0
"Track and Field","Men's 1,500 metres","2016-01-01","94424","34",0,0,0
"Track and Field","Women's 100 metres","2016-01-01","94426","73",0,0,0
"Track and Field","Women's 4 x 100 metres Relay","2016-01-01","94426","73",1,0,0
"Swimming","Swimming Women's 50 metres Freestyle","2016-01-01","94449","27",0,0,0
"Track and Field","Men's 100 metres","2016-01-01","94512","202",0,0,0
"Track and Field","Women's 100 metres","2016-01-01","94524","101",0,0,0
"Swimming","Swimming Women's 200 metres Individual Medley","2016-01-01","94638","34",0,0,0
"Swimming","Swimming Women's 400 metres Individual Medley","2016-01-01","94638","34",0,0,0
"Track and Field","Men's Marathon","2016-01-01","94664","57",0,0,0
"Track and Field","Women's 800 metres","2016-01-01","94703","151",0,0,0
"Track and Field","Women's 1,500 metres","2016-01-01","94703","151",0,0,0
"Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","2016-01-01","94713","195",0,1,0
"Track and Field","Men's 4 x 400 metres Relay","2016-01-01","94776","146",0,0,0
"Swimming","Swimming Women's 4 x 100 metres Medley Relay","2016-01-01","94837","66",0,0,0
"Track and Field","Women's 100 metres Hurdles","2016-01-01","94870","96",0,0,0
"Track and Field","Men's 200 metres","2016-01-01","94941","14",0,0,0
"Track and Field","Women's Marathon","2016-01-01","94965","199",0,0,0
"Swimming","Swimming Men's 100 metres Butterfly","2016-01-01","94991","142",0,0,0
"Track and Field","Men's 200 metres","2016-01-01","94992","142",0,0,0
"Swimming","Swimming Men's 400 metres Individual Medley","2016-01-01","95013","6",0,0,0
"Track and Field","Men's 20 kilometres Walk","2016-01-01","95022","57",0,0,0
"Swimming","Swimming Women's 4 x 200 metres Freestyle Relay","2016-01-01","95024","167",0,0,0
"Swimming","Swimming Women's 50 metres Freestyle","2016-01-01","95042","112",0,0,0
"Swimming","Swimming Women's 400 metres Freestyle","2016-01-01","95044","199",0,0,0
"Swimming","Swimming Women's 800 metres Freestyle","2016-01-01","95044","199",0,0,0
"Swimming","Swimming Women's 200 metres Butterfly","2016-01-01","95044","199",0,0,0
"Track and Field","Women's 100 metres","2016-01-01","95060","71",0,0,0
"Track and Field","Women's 4 x 100 metres Relay","2016-01-01","95060","71",0,0,0
"Swimming","Swimming Men's 200 metres Backstroke","2016-01-01","95072","42",0,0,0
"Swimming","Swimming Women's 200 metres Butterfly","2016-01-01","95169","92",0,0,0
"Track and Field","Men's Javelin Throw","2016-01-01","95232","66",0,0,0
"Swimming","Swimming Men's 200 metres Breaststroke","2016-01-01","95296","92",0,0,0
"Track and Field","Women's Pole Vault","2016-01-01","95351","148",0,0,0
"Track and Field","Women's 100 metres Hurdles","2016-01-01","95495","193",0,0,0
"Track and Field","Men's Triple Jump","2016-01-01","95501","18",0,0,0
"Track and Field","Women's Pole Vault","2016-01-01","95515","130",0,0,0
"Swimming","Swimming Men's 100 metres Backstroke","2016-01-01","95532","195",1,0,0
"Swimming","Swimming Men's 4 x 100 metres Medley Relay","2016-01-01","95532","195",0,1,0
"Track and Field","Men's 20 kilometres Walk","2016-01-01","95694","71",0,0,0
"Track and Field","Men's 50 kilometres Walk","2016-01-01","95694","71",0,0,0
"Track and Field","Women's 100 metres","2016-01-01","95704","193",0,0,0
"Track and Field","Women's 200 metres","2016-01-01","95704","193",0,0,0
"Track and Field","Women's 4 x 100 metres Relay","2016-01-01","95704","193",0,0,0
"Swimming","Swimming Men's 100 metres Backstroke","2016-01-01","95809","146",0,0,0
"Swimming","Swimming Women's 200 metres Butterfly","2016-01-01","95830","92",0,0,0
"Track and Field","Women's Marathon","2016-01-01","95852","100",0,0,0
"Track and Field","Men's Marathon","2016-01-01","95908","90",0,0,0
"Track and Field","Women's 20 kilometres Walk","2016-01-01","96016","77",0,0,0
"Gymnastics","Gymnastics Women's Floor Exercise","2016-01-01","96044","151",0,0,0
"Gymnastics","Gymnastics Women's Balance Beam","2016-01-01","96044","151",0,0,0
"Swimming","Swimming Men's 400 metres Individual Medley","2016-01-01","96049","173",0,0,0
"Swimming","Swimming Women's 50 metres Freestyle","2016-01-01","96058","10",0,0,0
"Swimming","Swimming Men's 10 kilometres Open Water","2016-01-01","96103","11",0,0,0
"Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","2016-01-01","96158","152",0,0,0
"Track and Field","Women's 100 metres Hurdles","2016-01-01","96162","18",0,0,0
"Swimming","Swimming Women's 100 metres Freestyle","2016-01-01","96203","152",0,0,0
"Swimming","Swimming Women's 200 metres Freestyle","2016-01-01","96203","152",0,0,0
"Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","2016-01-01","96203","152",0,0,0
"Swimming","Swimming Women's 4 x 200 metres Freestyle Relay","2016-01-01","96203","152",0,0,0
"Swimming","Swimming Women's 4 x 100 metres Medley Relay","2016-01-01","96203","152",0,0,0
"Track and Field","Women's 100 metres","2016-01-01","96227","146",0,0,0
"Track and Field","Women's 4 x 100 metres Relay","2016-01-01","96227","146",0,0,0
"Track and Field","Men's 110 metres Hurdles","2016-01-01","96315","195",0,0,0
"Track and Field","Women's 100 metres Hurdles","2016-01-01","96323","73",0,0,0
"Track and Field","Men's 110 metres Hurdles","2016-01-01","96330","50",0,0,0
"Swimming","Swimming Men's 1,500 metres Freestyle","2016-01-01","96437","152",0,0,0
"Swimming","Swimming Men's 400 metres Freestyle","2016-01-01","96459","67",0,0,0
"Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","2016-01-01","96459","67",0,0,0
"Track and Field","Women's 10,000 metres","2016-01-01","96483","73",0,0,0
"Swimming","Swimming Men's 100 metres Freestyle","2016-01-01","96525","32",0,0,0
"Track and Field","Women's Discus Throw","2016-01-01","96584","67",0,0,0
"Track and Field","Women's 4 x 400 metres Relay","2016-01-01","96597","86",0,0,0
"Track and Field","Women's Triple Jump","2016-01-01","96603","50",0,0,0
"Track and Field","Women's 100 metres","2016-01-01","96610","193",0,0,0
"Track and Field","Women's 4 x 100 metres Relay","2016-01-01","96610","193",0,0,0
"Track and Field","Men's 4 x 100 metres Relay","2016-01-01","96614","93",0,1,0
"Track and Field","Men's 110 metres Hurdles","2016-01-01","96685","73",0,0,0
"Swimming","Swimming Men's 200 metres Butterfly","2016-01-01","96730","86",0,0,0
"Track and Field","Women's 200 metres","2016-01-01","96737","195",0,0,0
"Track and Field","Women's 3,000 metres Steeplechase","2016-01-01","96785","93",0,0,0
"Swimming","Swimming Men's 200 metres Breaststroke","2016-01-01","96858","195",0,0,1
"Swimming","Swimming Women's 50 metres Freestyle","2016-01-01","96875","186",0,0,0
"Track and Field","Women's Hammer Throw","2016-01-01","96938","195",0,0,0
"Swimming","Swimming Men's 100 metres Breaststroke","2016-01-01","96995","152",0,0,0
"Track and Field","Women's Long Jump","2016-01-01","97038","170",0,0,0
"Track and Field","Women's Long Jump","2016-01-01","97120","73",0,0,0
"Track and Field","Men's Marathon","2016-01-01","97124","121",0,0,0
"Track and Field","Women's 20 kilometres Walk","2016-01-01","97175","193",0,0,0
"Track and Field","Women's 200 metres","2016-01-01","97198","181",0,0,0
"Track and Field","Men's High Jump","2016-01-01","97229","193",0,0,0
"Swimming","Swimming Men's 50 metres Freestyle","2016-01-01","97233","73",0,0,0
"Swimming","Swimming Men's 100 metres Freestyle","2016-01-01","97233","73",0,0,0
"Track and Field","Men's Marathon","2016-01-01","97301","18",0,0,0
"Track and Field","Women's 800 metres","2016-01-01","97318","193",0,0,0
"Track and Field","Men's High Jump","2016-01-01","97325","71",0,0,0
"Track and Field","Women's Pole Vault","2016-01-01","97361","52",0,0,0
"Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","2016-01-01","97444","173",0,0,0
"Track and Field","Men's Pole Vault","2016-01-01","97458","102",0,0,0
"Swimming","Swimming Men's 100 metres Butterfly","2016-01-01","97481","84",0,0,0
"Swimming","Swimming Men's 4 x 100 metres Medley Relay","2016-01-01","97481","84",0,0,0
"Track and Field","Men's Triple Jump","2016-01-01","97509","93",0,0,0
"Track and Field","Women's 20 kilometres Walk","2016-01-01","97536","86",0,0,0
"Track and Field","Women's 400 metres","2016-01-01","97643","166",0,0,0
"Track and Field","Men's 4 x 400 metres Relay","2016-01-01","97647","86",0,0,0
"Track and Field","Women's 3,000 metres Steeplechase","2016-01-01","97683","18",0,0,0
"Swimming","Swimming Men's 100 metres Butterfly","2016-01-01","97735","87",0,0,0
"Track and Field","Women's 20 kilometres Walk","2016-01-01","97767","40",0,0,0
"Swimming","Swimming Men's 400 metres Freestyle","2016-01-01","97787","40",0,0,0
"Swimming","Swimming Men's 1,500 metres Freestyle","2016-01-01","97787","40",0,0,0
"Swimming","Swimming Women's 100 metres Butterfly","2016-01-01","97809","165",0,0,0
"Swimming","Swimming Men's 100 metres Backstroke","2016-01-01","97810","165",0,0,0
"Swimming","Swimming Men's 100 metres Butterfly","2016-01-01","97810","165",0,0,0
"Swimming","Swimming Men's 200 metres Butterfly","2016-01-01","97810","165",0,0,0
"Track and Field","Women's 3,000 metres Steeplechase","2016-01-01","97895","195",0,0,0
"Track and Field","Women's 100 metres Hurdles","2016-01-01","97914","148",0,0,0
"Swimming","Swimming Men's 100 metres Breaststroke","2016-01-01","97919","90",0,0,0
"Swimming","Swimming Men's 200 metres Breaststroke","2016-01-01","97919","90",0,0,0
"Swimming","Swimming Men's 50 metres Freestyle","2016-01-01","97951","23",0,0,0
"Swimming","Swimming Men's 50 metres Freestyle","2016-01-01","97958","199",0,0,0
"Swimming","Swimming Men's 100 metres Freestyle","2016-01-01","97958","199",0,0,0
"Swimming","Swimming Men's 200 metres Freestyle","2016-01-01","97958","199",0,0,0
"Swimming","Swimming Men's 400 metres Freestyle","2016-01-01","97958","199",0,0,0
"Swimming","Swimming Women's 400 metres Freestyle","2016-01-01","97968","59",0,0,0
"Track and Field","Men's 50 kilometres Walk","2016-01-01","97994","23",0,0,0
"Track and Field","Women's Marathon","2016-01-01","97995","23",0,0,0
"Track and Field","Men's 50 kilometres Walk","2016-01-01","98004","77",0,0,0
"Swimming","Swimming Women's 100 metres Freestyle","2016-01-01","98053","111",0,0,0
"Track and Field","Men's 50 kilometres Walk","2016-01-01","98096","84",0,0,0
"Swimming","Swimming Men's 10 kilometres Open Water","2016-01-01","98142","131",0,0,0
"Gymnastics","Gymnastics Men's Team All-Around","2016-01-01","98155","193",0,0,0
"Gymnastics","Gymnastics Men's Floor Exercise","2016-01-01","98155","193",0,0,0
"Gymnastics","Gymnastics Men's Horse Vault","2016-01-01","98155","193",0,0,0
"Gymnastics","Gymnastics Men's Horizontal Bar","2016-01-01","98155","193",0,0,0
"Gymnastics","Gymnastics Men's Rings","2016-01-01","98155","193",0,0,0
"Swimming","Swimming Men's 100 metres Freestyle","2016-01-01","98219","151",0,0,0
"Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","2016-01-01","98219","151",0,0,0
"Track and Field","Women's High Jump","2016-01-01","98244","198",0,0,0
"Track and Field","Men's 1,500 metres","2016-01-01","98301","201",0,0,0
"Swimming","Swimming Women's 100 metres Backstroke","2016-01-01","98334","174",0,0,0
"Swimming","Swimming Men's 50 metres Freestyle","2016-01-01","98365","16",0,0,0
"Track and Field","Men's 400 metres Hurdles","2016-01-01","98376","3",0,0,0
"Gymnastics","Gymnastics Women's Individual All-Around","2016-01-01","98437","195",0,0,1
"Gymnastics","Gymnastics Women's Team All-Around","2016-01-01","98437","195",0,1,0
"Gymnastics","Gymnastics Women's Floor Exercise","2016-01-01","98437","195",0,0,1
"Gymnastics","Gymnastics Women's Uneven Bars","2016-01-01","98437","195",0,0,0
"Gymnastics","Gymnastics Women's Balance Beam","2016-01-01","98437","195",0,0,0
"Track and Field","Women's Shot Put","2016-01-01","98451","89",0,0,0
"Track and Field","Women's Marathon","2016-01-01","98463","174",0,0,0
"Track and Field","Men's 4 x 400 metres Relay","2016-01-01","98476","86",0,0,0
"Track and Field","Women's 4 x 100 metres Relay","2016-01-01","98499","96",0,0,0
"Swimming","Swimming Men's 100 metres Butterfly","2016-01-01","98535","111",0,0,0
"Track and Field","Men's Marathon","2016-01-01","98548","86",0,0,0
"Track and Field","Women's Marathon","2016-01-01","98573","182",0,0,0
"Track and Field","Men's 4 x 400 metres Relay","2016-01-01","98635","199",0,0,0
"Track and Field","Men's Marathon","2016-01-01","98690","104",0,0,0
"Track and Field","Women's Marathon","2016-01-01","98703","148",0,0,0
"Track and Field","Men's Marathon","2016-01-01","98735","120",0,0,0
"Track and Field","Men's Javelin Throw","2016-01-01","98804","174",0,0,0
"Swimming","Swimming Women's 100 metres Freestyle","2016-01-01","98864","29",0,0,0
"Swimming","Swimming Women's 200 metres Freestyle","2016-01-01","98864","29",0,0,0
"Swimming","Swimming Men's 400 metres Freestyle","2016-01-01","98933","71",0,0,0
"Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","2016-01-01","98933","71",0,0,0
"Swimming","Swimming Men's 100 metres Backstroke","2016-01-01","98937","108",0,0,0
"Swimming","Swimming Men's 200 metres Backstroke","2016-01-01","98937","108",0,0,0
"Swimming","Swimming Men's 4 x 100 metres Medley Relay","2016-01-01","98937","108",0,0,0
"Swimming","Swimming Men's 1,500 metres Freestyle","2016-01-01","99057","84",0,0,0
"Track and Field","Women's Javelin Throw","2016-01-01","99091","167",0,0,0
"Track and Field","Women's Heptathlon","2016-01-01","99094","71",0,0,0
"Track and Field","Men's 20 kilometres Walk","2016-01-01","99280","77",0,0,0
"Track and Field","Women's 400 metres","2016-01-01","99325","151",0,0,0
"Track and Field","Women's 4 x 400 metres Relay","2016-01-01","99325","151",0,0,0
"Track and Field","Men's 50 kilometres Walk","2016-01-01","99361","11",0,0,0
"Track and Field","Women's 20 kilometres Walk","2016-01-01","99444","84",0,0,0
"Track and Field","Women's Long Jump","2016-01-01","99538","195",0,0,1
"Track and Field","Women's 3,000 metres Steeplechase","2016-01-01","99616","71",0,0,0
"Swimming","Swimming Men's 10 kilometres Open Water","2016-01-01","99671","71",0,0,0
"Swimming","Swimming Men's 100 metres Backstroke","2016-01-01","99690","170",0,0,0
"Swimming","Swimming Men's 4 x 100 metres Medley Relay","2016-01-01","99690","170",0,0,0
"Swimming","Swimming Women's 100 metres Freestyle","2016-01-01","99889","197",0,0,0
"Track and Field","Women's Marathon","2016-01-01","99907","74",0,0,0
"Track and Field","Women's Pole Vault","2016-01-01","99922","40",0,0,0
"Track and Field","Men's 50 kilometres Walk","2016-01-01","99966","42",0,0,0
"Track and Field","Men's 4 x 100 metres Relay","2016-01-01","99972","67",0,0,0
"Track and Field","Men's Pole Vault","2016-01-01","99995","167",0,0,0
"Track and Field","Women's Marathon","2016-01-01","100008","19",0,0,0
"Swimming","Swimming Women's 100 metres Breaststroke","2016-01-01","100018","73",0,0,0
"Swimming","Swimming Women's 200 metres Breaststroke","2016-01-01","100018","73",0,0,0
"Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","2016-01-01","100032","73",0,0,1
"Track and Field","Men's 800 metres","2016-01-01","100045","166",0,0,0
"Track and Field","Women's 20 kilometres Walk","2016-01-01","100047","96",0,0,0
"Track and Field","Men's 100 metres","2016-01-01","100140","71",0,0,0
"Track and Field","Men's 200 metres","2016-01-01","100140","71",0,0,0
"Track and Field","Men's 4 x 100 metres Relay","2016-01-01","100140","71",0,0,0
"Track and Field","Women's 100 metres Hurdles","2016-01-01","100143","179",0,0,0
"Track and Field","Men's Triple Jump","2016-01-01","100161","50",0,0,0
"Track and Field","Women's Long Jump","2016-01-01","104290","178",0,0,0
"Swimming","Swimming Men's 400 metres Freestyle","2016-01-01","100174","70",0,0,0
"Track and Field","Men's 20 kilometres Walk","2016-01-01","100181","131",0,0,0
"Track and Field","Men's 50 kilometres Walk","2016-01-01","100181","131",0,0,0
"Gymnastics","Gymnastics Men's Horse Vault","2016-01-01","100351","135",0,1,0
"Swimming","Swimming Women's 200 metres Breaststroke","2016-01-01","100374","102",0,0,0
"Track and Field","Men's Marathon","2016-01-01","100379","147",0,0,0
"Track and Field","Men's Shot Put","2016-01-01","100501","93",0,0,0
"Track and Field","Men's 50 kilometres Walk","2016-01-01","100735","26",0,0,0
"Track and Field","Women's 4 x 100 metres Relay","2016-01-01","100741","193",0,0,0
"Track and Field","Women's Marathon","2016-01-01","100777","74",0,0,0
"Track and Field","Women's 20 kilometres Walk","2016-01-01","100784","92",0,0,0
"Gymnastics","Gymnastics Men's Individual All-Around","2016-01-01","100836","130",0,0,0
"Gymnastics","Gymnastics Men's Team All-Around","2016-01-01","100836","130",0,0,0
"Gymnastics","Gymnastics Men's Floor Exercise","2016-01-01","100836","130",0,0,0
"Gymnastics","Gymnastics Men's Parallel Bars","2016-01-01","100836","130",0,0,0
"Gymnastics","Gymnastics Men's Horizontal Bar","2016-01-01","100836","130",0,0,0
"Gymnastics","Gymnastics Men's Rings","2016-01-01","100836","130",0,0,0
"Gymnastics","Gymnastics Men's Pommelled Horse","2016-01-01","100836","130",0,0,0
"Track and Field","Men's 110 metres Hurdles","2016-01-01","100853","93",0,0,0
"Track and Field","Men's 5,000 metres","2016-01-01","100876","129",0,0,0
"Track and Field","Men's 800 metres","2016-01-01","100883","73",0,0,0
"Track and Field","Men's 5,000 metres","2016-01-01","100913","71",0,0,0
"Track and Field","Men's 800 metres","2016-01-01","101004","11",0,0,0
"Track and Field","Men's 110 metres Hurdles","2016-01-01","101033","162",0,0,0
"Track and Field","Men's Marathon","2016-01-01","101035","162",0,0,0
"Swimming","Swimming Women's 800 metres Freestyle","2016-01-01","101041","84",0,0,0
"Swimming","Swimming Women's 10 kilometres Open Water","2016-01-01","101041","84",0,0,0
"Track and Field","Men's 110 metres Hurdles","2016-01-01","101114","42",0,0,0
"Track and Field","Men's High Jump","2016-01-01","101120","120",0,0,0
"Track and Field","Women's 100 metres","2016-01-01","101123","42",0,0,0
"Swimming","Swimming Women's 100 metres Freestyle","2016-01-01","101158","143",0,0,0
"Swimming","Swimming Men's 100 metres Butterfly","2016-01-01","101178","92",0,0,0
"Gymnastics","Gymnastics Women's Team All-Around","2016-01-01","101196","92",0,0,0
"Gymnastics","Gymnastics Women's Uneven Bars","2016-01-01","101196","92",0,0,0
"Track and Field","Women's Discus Throw","2016-01-01","101273","67",0,0,1
"Track and Field","Men's 400 metres","2016-01-01","101292","195",0,0,0
"Track and Field","Men's 4 x 400 metres Relay","2016-01-01","101292","195",0,1,0
"Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","2016-01-01","101298","11",1,0,0
"Track and Field","Women's Javelin Throw","2016-01-01","101308","11",0,0,0
"Swimming","Swimming Women's 50 metres Freestyle","2016-01-01","101322","7",0,0,0
"Swimming","Swimming Men's 1,500 metres Freestyle","2016-01-01","101332","46",0,0,0
"Track and Field","Men's High Jump","2016-01-01","101381","195",0,0,0
"Track and Field","Men's 10,000 metres","2016-01-01","101388","131",0,0,0
"Track and Field","Men's 5,000 metres","2016-01-01","101419","11",0,0,0
"Track and Field","Men's 400 metres Hurdles","2016-01-01","101421","195",0,0,0
"Swimming","Swimming Women's 800 metres Freestyle","2016-01-01","101435","131",0,0,0
"Track and Field","Men's Javelin Throw","2016-01-01","101452","11",0,0,0
"Track and Field","Women's 10,000 metres","2016-01-01","101531","147",0,0,0
"Track and Field","Men's Marathon","2016-01-01","101540","26",0,0,0
"Track and Field","Women's 20 kilometres Walk","2016-01-01","101608","151",0,0,0
"Track and Field","Men's 400 metres Hurdles","2016-01-01","101628","73",0,0,0
"Track and Field","Men's 4 x 100 metres Relay","2016-01-01","101632","195",0,0,0
"Track and Field","Men's 200 metres","2016-01-01","101660","34",0,0,0
"Track and Field","Men's 4 x 100 metres Relay","2016-01-01","101660","34",1,0,0
"Gymnastics","Gymnastics Men's Team All-Around","2016-01-01","101678","67",0,0,0
"Gymnastics","Gymnastics Men's Parallel Bars","2016-01-01","101678","67",0,0,0
"Gymnastics","Gymnastics Men's Horizontal Bar","2016-01-01","101678","67",0,0,0
"Gymnastics","Gymnastics Men's Rings","2016-01-01","101678","67",0,0,0
"Gymnastics","Gymnastics Men's Pommelled Horse","2016-01-01","101678","67",0,0,0
"Swimming","Swimming Men's 200 metres Individual Medley","2016-01-01","101680","26",0,0,0
