"sport","event","date","athlete_id","country_id","bronze","gold","silver"
"Track and Field","Women's 800 metres","2016-01-01","101734","197",0,0,0
"Track and Field","Men's 1,500 metres","2016-01-01","101747","132",0,0,0
"Track and Field","Men's 20 kilometres Walk","2016-01-01","101815","23",0,0,0
"Track and Field","Men's 800 metres","2016-01-01","101841","42",0,0,0
"Track and Field","Women's Hammer Throw","2016-01-01","101850","199",0,0,0
"Track and Field","Women's Heptathlon","2016-01-01","101863","50",0,0,0
"Gymnastics","Gymnastics Women's Team All-Around","2016-01-01","101945","34",0,0,0
"Gymnastics","Gymnastics Women's Horse Vault","2016-01-01","101945","34",0,0,0
"Gymnastics","Gymnastics Women's Uneven Bars","2016-01-01","101945","34",0,0,0
"Gymnastics","Gymnastics Women's Balance Beam","2016-01-01","101945","34",0,0,0
"Track and Field","Men's 4 x 100 metres Relay","2016-01-01","101954","154",0,0,0
"Track and Field","Men's Marathon","2016-01-01","101997","18",0,0,0
"Track and Field","Men's Javelin Throw","2016-01-01","102024","71",0,1,0
"Track and Field","Women's Triple Jump","2016-01-01","102089","199",0,0,1
"Track and Field","Women's 100 metres Hurdles","2016-01-01","102132","71",0,0,0
"Track and Field","Men's 100 metres","2016-01-01","102165","14",0,0,0
"Track and Field","Women's 100 metres Hurdles","2016-01-01","102175","195",0,1,0
"Track and Field","Women's Pole Vault","2016-01-01","102182","71",0,0,0
"Swimming","Swimming Men's 1,500 metres Freestyle","2016-01-01","102220","193",0,0,0
"Track and Field","Men's Shot Put","2016-01-01","102230","26",0,0,0
"Track and Field","Men's 800 metres","2016-01-01","102237","34",0,0,0
"Swimming","Swimming Women's 100 metres Breaststroke","2016-01-01","102238","62",0,0,0
"Track and Field","Women's 400 metres Hurdles","2016-01-01","102258","96",0,0,0
"Track and Field","Women's 10,000 metres","2016-01-01","102329","120",0,0,0
"Track and Field","Women's Marathon","2016-01-01","102330","39",0,0,0
"Swimming","Swimming Women's 4 x 200 metres Freestyle Relay","2016-01-01","102388","26",0,0,0
"Track and Field","Men's 400 metres","2016-01-01","102439","73",0,0,0
"Track and Field","Men's 4 x 400 metres Relay","2016-01-01","102439","73",0,0,0
"Track and Field","Men's 5,000 metres","2016-01-01","102463","15",0,0,0
"Track and Field","Women's 200 metres","2016-01-01","102505","26",0,0,0
"Track and Field","Men's Discus Throw","2016-01-01","102546","157",0,0,0
"Track and Field","Men's High Jump","2016-01-01","102749","158",0,0,0
"Track and Field","Women's High Jump","2016-01-01","102781","92",0,0,0
"Track and Field","Women's Long Jump","2016-01-01","102828","151",0,0,0
"Track and Field","Men's 800 metres","2016-01-01","102886","15",0,0,0
"Track and Field","Men's 800 metres","2016-01-01","102888","97",0,0,0
"Track and Field","Women's 3,000 metres Steeplechase","2016-01-01","102890","97",0,0,0
"Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","2016-01-01","102980","170",0,0,0
"Swimming","Swimming Men's 200 metres Butterfly","2016-01-01","102980","170",0,0,0
"Swimming","Swimming Men's 400 metres Individual Medley","2016-01-01","102980","170",0,0,0
"Track and Field","Women's 1,500 metres","2016-01-01","103025","195",0,0,0
"Track and Field","Men's 800 metres","2016-01-01","103085","170",0,0,0
"Track and Field","Women's 400 metres","2016-01-01","103188","11",0,0,0
"Track and Field","Women's 4 x 400 metres Relay","2016-01-01","103188","11",0,0,0
"Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","2016-01-01","103225","34",1,0,0
"Swimming","Swimming Women's 4 x 200 metres Freestyle Relay","2016-01-01","103225","34",1,0,0
"Swimming","Swimming Women's 4 x 100 metres Medley Relay","2016-01-01","103225","34",0,0,0
"Swimming","Swimming Women's 100 metres Backstroke","2016-01-01","103265","96",0,0,0
"Track and Field","Men's 800 metres","2016-01-01","103274","97",0,1,0
"Track and Field","Men's 800 metres","2016-01-01","103288","167",0,0,0
"Swimming","Swimming Women's 50 metres Freestyle","2016-01-01","103328","25",0,0,0
"Swimming","Swimming Men's 10 kilometres Open Water","2016-01-01","103342","92",0,0,0
"Track and Field","Men's Marathon","2016-01-01","103379","42",0,0,0
"Track and Field","Men's 4 x 100 metres Relay","2016-01-01","103386","50",0,0,0
"Track and Field","Women's Javelin Throw","2016-01-01","103394","42",0,0,0
"Track and Field","Men's 50 kilometres Walk","2016-01-01","103408","42",0,0,0
"Track and Field","Men's 50 kilometres Walk","2016-01-01","103460","102",0,0,0
"Swimming","Swimming Women's 4 x 200 metres Freestyle Relay","2016-01-01","103490","195",0,1,0
"Track and Field","Men's 10,000 metres","2016-01-01","103528","195",0,0,0
"Track and Field","Men's Marathon","2016-01-01","103528","195",1,0,0
"Track and Field","Men's Marathon","2016-01-01","103592","193",0,0,0
"Track and Field","Men's 400 metres","2016-01-01","103597","14",0,0,0
"Track and Field","Men's 4 x 400 metres Relay","2016-01-01","103597","14",1,0,0
"Track and Field","Women's 400 metres Hurdles","2016-01-01","103616","93",0,0,0
"Track and Field","Men's 4 x 400 metres Relay","2016-01-01","103640","26",0,0,0
"Track and Field","Men's Long Jump","2016-01-01","103686","73",1,0,0
"Track and Field","Men's 100 metres","2016-01-01","103720","98",0,0,0
"Track and Field","Men's Javelin Throw","2016-01-01","103723","66",0,0,0
"Track and Field","Women's 200 metres","2016-01-01","103760","190",0,0,0
"Swimming","Swimming Men's 10 kilometres Open Water","2016-01-01","103801","195",0,0,0
"Swimming","Swimming Men's 50 metres Freestyle","2016-01-01","103802","90",0,0,0
"Swimming","Swimming Men's 100 metres Freestyle","2016-01-01","103802","90",0,0,0
"Swimming","Swimming Men's 100 metres Backstroke","2016-01-01","103802","90",0,0,0
"Swimming","Swimming Men's 100 metres Backstroke","2016-01-01","103877","152",0,0,0
"Swimming","Swimming Men's 200 metres Backstroke","2016-01-01","103877","152",1,0,0
"Swimming","Swimming Men's 4 x 100 metres Medley Relay","2016-01-01","103877","152",0,0,0
"Track and Field","Women's Triple Jump","2016-01-01","103888","96",1,0,0
"Track and Field","Women's Pole Vault","2016-01-01","103927","71",0,0,0
"Track and Field","Men's Marathon","2016-01-01","103943","188",0,0,0
"Track and Field","Men's 100 metres","2016-01-01","103958","114",0,0,0
"Swimming","Swimming Men's 100 metres Backstroke","2016-01-01","104028","92",0,0,0
"Swimming","Swimming Men's 4 x 100 metres Medley Relay","2016-01-01","104028","92",0,0,0
"Track and Field","Women's Heptathlon","2016-01-01","104130","62",0,0,0
"Track and Field","Men's Marathon","2016-01-01","104135","3",0,0,0
"Track and Field","Women's 1,500 metres","2016-01-01","104155","63",0,0,0
"Swimming","Swimming Men's 100 metres Butterfly","2016-01-01","104160","152",0,0,0
"Swimming","Swimming Men's 4 x 100 metres Medley Relay","2016-01-01","104160","152",0,0,0
"Track and Field","Women's 10,000 metres","2016-01-01","104176","194",0,0,0
"Track and Field","Men's 4 x 100 metres Relay","2016-01-01","104222","189",0,0,0
"Track and Field","Men's 100 metres","2016-01-01","104231","72",0,0,0
"Track and Field","Women's Hammer Throw","2016-01-01","104239","52",0,0,0
"Swimming","Swimming Men's 50 metres Freestyle","2016-01-01","104322","3",0,0,0
"Swimming","Swimming Men's 100 metres Freestyle","2016-01-01","104322","3",0,0,0
"Track and Field","Women's 3,000 metres Steeplechase","2016-01-01","104323","111",0,0,0
"Track and Field","Women's Hammer Throw","2016-01-01","104330","189",0,0,0
"Track and Field","Men's 200 metres","2016-01-01","104360","136",0,0,0
"Track and Field","Women's 10,000 metres","2016-01-01","104382","97",0,0,0
"Swimming","Swimming Men's 200 metres Butterfly","2016-01-01","104486","94",0,0,1
"Swimming","Swimming Women's 100 metres Backstroke","2016-01-01","104487","94",0,0,0
"Swimming","Swimming Women's 200 metres Backstroke","2016-01-01","104487","94",0,0,0
"Swimming","Swimming Women's 4 x 100 metres Medley Relay","2016-01-01","104487","94",0,0,0
"Track and Field","Women's Triple Jump","2016-01-01","104588","193",0,0,0
"Track and Field","Women's 400 metres","2016-01-01","104641","162",0,0,0
"Track and Field","Men's 20 kilometres Walk","2016-01-01","104656","120",0,0,0
"Track and Field","Men's 50 kilometres Walk","2016-01-01","104663","199",0,0,0
"Track and Field","Men's Decathlon","2016-01-01","104884","62",0,0,0
"Track and Field","Men's Long Jump","2016-01-01","104929","170",0,0,0
"Swimming","Swimming Women's 100 metres Backstroke","2016-01-01","104947","49",0,0,0
"Swimming","Swimming Women's 200 metres Backstroke","2016-01-01","104947","49",0,0,0
"Swimming","Swimming Women's 400 metres Individual Medley","2016-01-01","104947","49",0,0,0
"Swimming","Swimming Women's 50 metres Freestyle","2016-01-01","104952","115",0,0,0
"Swimming","Swimming Men's 100 metres Breaststroke","2016-01-01","104982","74",0,0,0
"Swimming","Swimming Men's 200 metres Breaststroke","2016-01-01","104982","74",0,0,0
"Swimming","Swimming Men's 4 x 100 metres Medley Relay","2016-01-01","104982","74",0,0,0
"Track and Field","Men's Discus Throw","2016-01-01","104985","89",0,0,0
"Track and Field","Men's 400 metres","2016-01-01","105024","97",0,0,0
"Track and Field","Women's 200 metres","2016-01-01","105056","130",0,0,0
"Track and Field","Women's 4 x 100 metres Relay","2016-01-01","105056","130",0,0,0
"Track and Field","Women's Discus Throw","2016-01-01","105060","11",0,0,0
"Track and Field","Women's Marathon","2016-01-01","105064","73",0,0,0
"Swimming","Swimming Men's 1,500 metres Freestyle","2016-01-01","105209","173",0,0,0
"Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","2016-01-01","105209","173",0,0,0
"Track and Field","Women's 20 kilometres Walk","2016-01-01","105215","120",0,0,0
"Track and Field","Women's 200 metres","2016-01-01","105217","56",0,0,0
"Swimming","Swimming Men's 200 metres Freestyle","2016-01-01","105265","121",0,0,0
"Track and Field","Women's High Jump","2016-01-01","105289","66",0,0,0
"Track and Field","Men's Triple Jump","2016-01-01","105393","14",0,0,0
"Track and Field","Men's 400 metres","2016-01-01","105430","91",0,0,0
"Swimming","Swimming Women's 50 metres Freestyle","2016-01-01","105444","44",0,0,0
"Swimming","Swimming Men's 100 metres Butterfly","2016-01-01","105479","18",0,0,0
"Swimming","Swimming Women's 50 metres Freestyle","2016-01-01","105485","80",0,0,0
"Swimming","Swimming Women's 50 metres Freestyle","2016-01-01","105535","67",0,0,0
"Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","2016-01-01","105535","67",0,0,0
"Track and Field","Women's Marathon","2016-01-01","105546","26",0,0,0
"Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","2016-01-01","105551","26",0,0,0
"Track and Field","Women's 800 metres","2016-01-01","105597","92",0,0,0
"Swimming","Swimming Men's 200 metres Individual Medley","2016-01-01","105613","147",0,0,0
"Swimming","Swimming Men's 400 metres Individual Medley","2016-01-01","105613","147",0,0,0
"Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","2016-01-01","105624","26",0,0,0
"Track and Field","Women's 3,000 metres Steeplechase","2016-01-01","105632","26",0,0,0
"Track and Field","Men's 400 metres","2016-01-01","105640","56",0,0,0
"Track and Field","Men's 4 x 400 metres Relay","2016-01-01","105640","56",0,0,0
"Track and Field","Women's 100 metres","2016-01-01","105655","26",0,0,0
"Track and Field","Women's 4 x 100 metres Relay","2016-01-01","105655","26",0,0,0
"Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","2016-01-01","105666","92",0,0,0
"Track and Field","Men's 50 kilometres Walk","2016-01-01","105716","57",0,0,0
"Gymnastics","Gymnastics Women's Individual All-Around","2016-01-01","105727","26",0,0,0
"Gymnastics","Gymnastics Women's Team All-Around","2016-01-01","105727","26",0,0,0
"Gymnastics","Gymnastics Women's Floor Exercise","2016-01-01","105727","26",0,0,0
"Gymnastics","Gymnastics Women's Uneven Bars","2016-01-01","105727","26",0,0,0
"Gymnastics","Gymnastics Women's Balance Beam","2016-01-01","105727","26",0,0,0
"Track and Field","Women's 4 x 400 metres Relay","2016-01-01","105773","11",0,0,0
"Track and Field","Women's Triple Jump","2016-01-01","105849","173",0,0,0
"Track and Field","Men's Marathon","2016-01-01","105916","94",0,0,0
"Gymnastics","Gymnastics Men's Individual All-Around","2016-01-01","105918","26",0,0,0
"Gymnastics","Gymnastics Men's Team All-Around","2016-01-01","105918","26",0,0,0
"Gymnastics","Gymnastics Men's Floor Exercise","2016-01-01","105918","26",0,0,0
"Gymnastics","Gymnastics Men's Horse Vault","2016-01-01","105918","26",0,0,0
"Gymnastics","Gymnastics Men's Parallel Bars","2016-01-01","105918","26",0,0,0
"Gymnastics","Gymnastics Men's Horizontal Bar","2016-01-01","105918","26",0,0,0
"Gymnastics","Gymnastics Men's Rings","2016-01-01","105918","26",0,0,0
"Gymnastics","Gymnastics Men's Pommelled Horse","2016-01-01","105918","26",0,0,0
"Track and Field","Women's Shot Put","2016-01-01","106138","195",0,0,0
"Track and Field","Men's 50 kilometres Walk","2016-01-01","106187","162",0,0,0
"Track and Field","Women's Marathon","2016-01-01","119063","144",0,0,0
"Swimming","Swimming Women's 200 metres Freestyle","2016-01-01","106188","34",0,0,0
"Swimming","Swimming Women's 4 x 200 metres Freestyle Relay","2016-01-01","106188","34",1,0,0
"Track and Field","Men's 20 kilometres Walk","2016-01-01","106214","108",0,0,0
"Swimming","Swimming Women's 50 metres Freestyle","2016-01-01","106310","37",0,0,0
"Swimming","Swimming Men's 50 metres Freestyle","2016-01-01","106326","30",0,0,0
"Track and Field","Men's Pole Vault","2016-01-01","106334","94",0,0,0
"Swimming","Swimming Men's 1,500 metres Freestyle","2016-01-01","106346","146",0,0,0
"Track and Field","Women's Long Jump","2016-01-01","106354","73",0,0,0
"Track and Field","Men's Hammer Throw","2016-01-01","106355","47",0,0,0
"Gymnastics","Gymnastics Women's Individual All-Around","2016-01-01","106401","85",0,0,0
"Gymnastics","Gymnastics Women's Floor Exercise","2016-01-01","106401","85",0,0,0
"Gymnastics","Gymnastics Women's Uneven Bars","2016-01-01","106401","85",0,0,0
"Gymnastics","Gymnastics Women's Balance Beam","2016-01-01","106401","85",0,0,0
"Track and Field","Men's 20 kilometres Walk","2016-01-01","106420","188",0,0,0
"Track and Field","Women's 400 metres Hurdles","2016-01-01","106494","52",0,0,0
"Track and Field","Women's Heptathlon","2016-01-01","106542","71",0,0,0
"Gymnastics","Gymnastics Women's Team All-Around","2016-01-01","106553","71",0,0,0
"Gymnastics","Gymnastics Women's Floor Exercise","2016-01-01","106553","71",0,0,0
"Gymnastics","Gymnastics Women's Balance Beam","2016-01-01","106553","71",0,0,0
"Gymnastics","Gymnastics Women's Individual All-Around","2016-01-01","106646","71",0,0,0
"Gymnastics","Gymnastics Women's Team All-Around","2016-01-01","106646","71",0,0,0
"Gymnastics","Gymnastics Women's Floor Exercise","2016-01-01","106646","71",0,0,0
"Gymnastics","Gymnastics Women's Uneven Bars","2016-01-01","106646","71",1,0,0
"Gymnastics","Gymnastics Women's Balance Beam","2016-01-01","106646","71",0,0,0
"Track and Field","Women's High Jump","2016-01-01","106750","155",0,0,0
"Track and Field","Men's Pole Vault","2016-01-01","106759","71",0,0,0
"Track and Field","Women's Marathon","2016-01-01","106770","71",0,0,0
"Track and Field","Women's 100 metres","2016-01-01","106907","130",0,0,0
"Track and Field","Women's 200 metres","2016-01-01","106907","130",0,0,1
"Track and Field","Women's 4 x 100 metres Relay","2016-01-01","106907","130",0,0,0
"Track and Field","Women's 3,000 metres Steeplechase","2016-01-01","106999","179",0,0,0
"Swimming","Swimming Women's 4 x 200 metres Freestyle Relay","2016-01-01","107165","71",0,0,0
"Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","2016-01-01","107185","195",0,0,1
"Swimming","Swimming Women's 4 x 200 metres Freestyle Relay","2016-01-01","107185","195",0,1,0
"Swimming","Swimming Men's 100 metres Freestyle","2016-01-01","107436","165",0,0,0
"Swimming","Swimming Men's 100 metres Butterfly","2016-01-01","107436","165",0,1,0
"Swimming","Swimming Men's 200 metres Freestyle","2016-01-01","107519","10",0,0,0
"Track and Field","Women's 100 metres Hurdles","2016-01-01","107570","12",0,0,0
"Swimming","Swimming Men's 100 metres Breaststroke","2016-01-01","107644","76",0,0,0
"Swimming","Swimming Men's 200 metres Freestyle","2016-01-01","107763","157",0,0,0
"Track and Field","Women's Shot Put","2016-01-01","107834","71",0,0,0
"Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","2016-01-01","107924","130",0,0,0
"Track and Field","Women's 10,000 metres","2016-01-01","107988","170",0,0,0
"Swimming","Swimming Men's 100 metres Freestyle","2016-01-01","107993","73",0,0,0
"Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","2016-01-01","107993","73",0,0,1
"Swimming","Swimming Men's 4 x 100 metres Medley Relay","2016-01-01","107993","73",0,0,1
"Track and Field","Women's 400 metres Hurdles","2016-01-01","108023","47",0,0,0
